"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ITGB7",1867.70031649696,0.345877204549306,0.176766908305847,1.95668526345926,0.0503844835332699,0.990072750973672
"CYB5RL",273.255985149853,0.504017478215423,0.257642517431724,1.9562667033363,0.0504337444042488,0.990072750973672
"TIMP2",78.0326529989136,0.766701108400756,0.392132358556993,1.95520999904761,0.050558288858151,0.991382098914178
"CDK5",76.289814759224,0.747413279879857,0.382614909884263,1.95343479977281,0.0507680960469196,0.99360179943192
"RNU5E-1",209.496517554815,-0.622221948637105,0.318621610516651,-1.95285545016284,0.0508367258480594,0.99360179943192
"LPCAT2",434.197455877261,0.764513582073487,0.391553294458224,1.9525147480404,0.0508771217227097,0.99360179943192
"FBXL16",123.139271748643,0.667819472359135,0.342132955801307,1.9519296841634,0.0509465534500725,0.99360179943192
"CRY1",1257.67306542826,-0.530993143774829,0.272081966619717,-1.95159256738608,0.0509865963871429,0.99360179943192
"ANP32B",7567.01309537257,-0.2636226175421,0.135099841464312,-1.95131700144696,0.0510193478527302,0.99360179943192
"LRRC61",111.111172326941,0.459586702220767,0.235608866849953,1.95063415212405,0.0511005815438054,0.994054218499134
"SYCP2",674.047380634143,-0.644045294978127,0.330416294866936,-1.94919350220755,0.0512723206575264,0.995135935932828
"NUS1",1339.69192977279,0.34738127472763,0.178375843733827,1.94746815183111,0.0514786343756823,0.99764709035676
"CYLD",3381.00951360767,0.300809222511038,0.15448783773755,1.94713853799976,0.0515181278425564,0.99764709035676
"D2HGDH",376.866348755633,0.504284192320316,0.259399824972414,1.94404214564888,0.0518903689661324,0.999494298704632
"LINC02391",282.726210038794,-0.698457224933311,0.359329617616111,-1.94377861075595,0.0519221541624364,0.999494298704632
"POLA1",5075.70675356868,-0.344838302875161,0.1774295324796,-1.94352258080153,0.0519530497780035,0.999494298704632
"COG7",787.49732201787,0.345618648472087,0.177856246368403,1.94324717590289,0.0519863005716842,0.999494298704632
"C12orf42",2705.3656648262,0.402599713432022,0.207280095862707,1.94229798937707,0.0521010362951243,0.999494298704632
"RTCA",1335.14201859,0.321092358553717,0.165372518278345,1.94163070077504,0.0521818234985087,0.999494298704632
"LRRC58-DT",39.7900547512409,-1.82324464155903,0.939139542338351,-1.94139907794677,0.0522098900612353,0.999494298704632
"ZBTB32",212.363640738291,0.852798730596738,0.439871830577713,1.93874367784975,0.0525325573097012,0.999494298704632
"H2BC15",541.240712886726,-0.46131901350584,0.237978116995095,-1.938493418348,0.0525630530223114,0.999494298704632
"STX17",3350.57716910926,0.306078984128814,0.157898317213536,1.93845627699048,0.0525675801939699,0.999494298704632
"FANCM",1310.08882541887,-0.315832310966158,0.162950099530523,-1.93821490061132,0.0525970095794455,0.999494298704632
"H2AC17",3930.44350015303,-0.3701618612911,0.191026404196871,-1.93775233768005,0.0526534452284394,0.999494298704632
"SETP22",34.6305223654786,-1.20946433345778,0.62441227032058,-1.93696439187019,0.0527496962243353,0.999494298704632
"BCAT1",898.104716817307,-0.931561951226351,0.481106594117229,-1.93629013324095,0.052832176557796,0.999494298704632
"TRERF1",6059.97822563484,-0.435071503617695,0.224793032427499,-1.93543144518065,0.0529373736803062,0.999494298704632
"NUSAP1",3865.18211533497,-0.396700233218784,0.205079230346699,-1.93437547307027,0.0530669798165112,0.999494298704632
"MGLL",196.451103803939,1.11151120862255,0.574851045439438,1.93356386396213,0.053166773831706,0.999494298704632
"BTBD9",12693.2666080178,0.26195195037481,0.135496030032484,1.93328136855382,0.0532015457267431,0.999494298704632
"GDE1",1127.22264699589,0.56144542285702,0.290444765289487,1.93305402594337,0.053229542749018,0.999494298704632
"CTSD",2566.58201558207,0.467891945589169,0.242049069462238,1.9330458349982,0.0532305516856402,0.999494298704632
"MARK4",953.18175013749,0.361039817009475,0.186868768005453,1.93205007376589,0.0533533257099112,0.999494298704632
"ATP8A1",6943.41972955615,0.245183643645112,0.126997888713187,1.9306119663047,0.0535310569270932,0.999494298704632
"UBA6-DT",511.662345299363,0.423234365230684,0.2194977355642,1.92819467655462,0.0538309161103826,0.999494298704632
"CCT6P3",427.812130770741,0.367351458675164,0.190623835921748,1.92710138739399,0.0539669958895212,0.999494298704632
"AVIL",270.687588951524,-0.595787153676422,0.309251189889122,-1.92654765173267,0.0540360278604902,0.999494298704632
"HPGDS",218.537223928367,0.913986778421065,0.474933857930444,1.92445066435951,0.0542981190904552,0.999494298704632
"C17orf99",106.629807980315,-1.2635400909874,0.656642457969741,-1.92424366662812,0.0543240480501556,0.999494298704632
"CORO1B",879.99833246521,0.418135012551158,0.217402356224799,1.92332327860696,0.0544394628577468,0.999494298704632
"NUDT16",470.27890396818,0.649667871705904,0.337999829418886,1.92209526502679,0.0545937717692752,0.999494298704632
"ATF7IP2",3979.38243286087,-0.40823498882359,0.212419834478831,-1.92183083950323,0.054627046467838,0.999494298704632
"RBM15-AS1",135.650513084385,-0.72839294777081,0.379090394692129,-1.92142285314921,0.054678419713554,0.999494298704632
"MUC6",105.370078187902,-0.842625289798971,0.438655424427462,-1.92092755013522,0.0547408419348133,0.999494298704632
"KCNA3",4482.00135976235,-0.416681749160656,0.216945188092599,-1.92067753529893,0.0547723734557951,0.999494298704632
"CFH",821.574571771906,-0.483919267317305,0.252088217169665,-1.9196425471628,0.0549030658881755,0.999494298704632
"CCDC18",4174.15156217689,-0.232062526066013,0.121033081063083,-1.91734791866582,0.0551937460290933,0.999494298704632
"MAP7D2",70.1067416875362,1.32645208625264,0.691918917841425,1.91706289862801,0.0552299413499668,0.999494298704632
"RNF125",5527.21413216711,0.384655107753207,0.200666181579485,1.91689055288493,0.0552518375117515,0.999494298704632
"LINC02367",121.539840992515,-0.724221098753818,0.377885532872667,-1.91650919591529,0.0553003138265484,0.999494298704632
"FBXW5",1185.48450499479,0.384827358635364,0.20080604974008,1.91641317148302,0.0553125255884301,0.999494298704632
"TEX2",1113.13157294055,0.49626297699912,0.259011153652261,1.91599075947665,0.0553662718889514,0.999494298704632
"MFSD1",537.544516586655,0.380310926362087,0.198550040482142,1.91544119275207,0.0554362620744223,0.999494298704632
"STMN1",2200.39646198188,-0.4955511234431,0.25892910238659,-1.9138486901454,0.0556394920713399,0.999494298704632
"PICALM",10065.8590734915,0.375680072534685,0.196355832397303,1.91326159222274,0.0557145720307559,0.999494298704632
"KLF10",574.383149859835,0.541808245098018,0.283355199419379,1.91211682795386,0.0558612108866553,0.999494298704632
"IER3IP1",442.979915260756,0.386515746306055,0.202200200340888,1.91154976926052,0.0559339673842484,0.999494298704632
"ANKRD42",380.9582684669,0.462749792913212,0.242181274784958,1.91075793669063,0.0560356955444569,0.999494298704632
"HSDL1",234.036431000359,0.410333241177118,0.214894588107575,1.90946288964573,0.0562024046213549,0.999494298704632
"DNAJB9",713.384562868931,0.466836200224678,0.244506177499763,1.90930227202595,0.0562231093940336,0.999494298704632
"H2AC16",9192.49456283727,-0.424132365303867,0.222277285673318,-1.90812283863866,0.0563753415066843,0.999494298704632
"DTD1",1966.37518988936,0.214153480660011,0.112255012183471,1.90774092394196,0.0564247095791151,0.999494298704632
"MOB3B",471.264604140758,0.895575091864175,0.469447593372809,1.9077211269309,0.0564272696137412,0.999494298704632
"USP44",92.9664858555057,-0.597926276792293,0.313466673451676,-1.9074636235117,0.0564605772709948,0.999494298704632
"COA1",5123.56531965469,-0.17830159428708,0.0934882768813347,-1.90720805041042,0.0564936514251613,0.999494298704632
"HEATR5A",795.580443326497,0.307414239706611,0.161255994799088,1.90637402404558,0.0566016964144955,0.999494298704632
"ETS1",13080.6630469472,0.331557353233013,0.173987701255939,1.90563672512281,0.0566973538918523,0.999494298704632
"RELCH",5869.36476087534,0.14764998840502,0.077514280786701,1.9048101447437,0.0568047547012829,0.999494298704632
"GLYCTK",193.818778518093,0.573041199397553,0.301001571339954,1.90378142162705,0.0569386571001411,0.999494298704632
"DDX11L2",86.8590421397721,-1.54531276382513,0.811716057108414,-1.90376025001897,0.0569414156303155,0.999494298704632
"PSMG1",351.708255315589,-0.460467354579984,0.241874817571992,-1.90374243669632,0.0569437366827053,0.999494298704632
"EGLN3",1463.7261463059,0.794001659337029,0.417088223646035,1.90367796145418,0.0569521383795788,0.999494298704632
"CARS2",1388.07245206316,0.259717958208657,0.136481871340541,1.90294839642566,0.0570472790637479,0.999494298704632
"ETNK1",3918.87955275729,0.290112492992945,0.152637858293765,1.90065882891647,0.0573467145371021,0.999494298704632
"VPS41",3122.56493478826,0.18968458427782,0.0998771101778414,1.89917974138486,0.0575408474192527,0.999494298704632
"COG3",2483.43928816669,0.333091871096334,0.175540997410669,1.89751611309968,0.0577598542086828,0.999494298704632
"TMC8",1762.64038726786,0.376910411645705,0.198737279727816,1.89652596715578,0.0578905296485247,0.999494298704632
"PSMC3IP",388.982616999408,-0.359973540815357,0.189948197412369,-1.89511427704613,0.0580772635879587,0.999494298704632
"PSMD5",1194.24776638415,0.312907434427074,0.165128905617275,1.89492828803886,0.0581019029042822,0.999494298704632
"TMEM200A",4240.15817504032,-0.32065677923874,0.169298212447606,-1.89403523287629,0.058220333430761,0.999494298704632
"B3GAT2",425.639037327232,-0.51736779419101,0.27323266583886,-1.89350637341484,0.058290561457896,0.999494298704632
"RN7SL3",342.237707620431,0.998818290076187,0.52770974631861,1.8927417904333,0.0583922159650013,0.999494298704632
"MFSD9",285.482568753778,0.330087264079713,0.174481313210809,1.89182014970796,0.0585149476540263,0.999494298704632
"MATK",157.500631141372,-0.454559890426066,0.240302687642883,-1.891613842878,0.0585424501449972,0.999494298704632
"GPR137C",429.624790811575,-0.476200492420883,0.251757793347224,-1.8915024877268,0.0585572992137997,0.999494298704632
"EBI3",56.5415866963095,1.15727015511002,0.612185530047842,1.89039122669166,0.0587056559107538,0.999494298704632
"TMEM38A",48.7589041817201,0.778993307603743,0.412100752647959,1.89029819188223,0.0587180904846026,0.999494298704632
"FRAT1",47.2761971932499,0.655323207881689,0.346880969225499,1.8891875485267,0.0588667025685699,0.999494298704632
"UBE2M",388.640800640486,0.412817778969722,0.218552205097316,1.888874920232,0.0589085907651853,0.999494298704632
"ACOX3",835.043815195561,0.330826861331549,0.175180000340866,1.88849675013029,0.0589592937950561,0.999494298704632
"COX3",54175.4696540734,-0.932986797577136,0.494256616800954,-1.88765666632009,0.0590720573909584,0.999494298704632
"DKC1",674.183145175889,-0.374462070209731,0.198397979688198,-1.88742884780498,0.0591026680764983,0.999494298704632
"NOVA2",121.816285604017,1.07945285580435,0.572516576746635,1.88545257840116,0.0593687611076196,0.999494298704632
"JUND",1057.9656320678,0.395588885909835,0.209814782018759,1.88541952146377,0.0593732204689146,0.999494298704632
"APOA1-AS",25.1533729554412,-1.78314442956677,0.945833949918061,-1.88526160402811,0.0593945272731331,0.999494298704632
"TOM1",637.033867991886,0.502126065151286,0.266410743929585,1.88478158855336,0.0594593316927552,0.999494298704632
"PLA2G4A",809.634966568073,0.878498572716409,0.466349898785036,1.8837756264237,0.0595953317797028,0.999494298704632
"MYBL2",1314.6839623017,-0.510199705184067,0.270840655920501,-1.88376336429278,0.0595969911374323,0.999494298704632
"TUBGCP3",2413.35619036325,-0.272597145298907,0.144843436324628,-1.88201241434202,0.0598343300948083,0.999494298704632
"LINC02551",94.9650609631269,-0.654367115021945,0.348438942014319,-1.87799650417677,0.0603816433181594,0.999494298704632
"ATAD5",2504.37936752324,-0.360066653992595,0.191786348918182,-1.87743630359324,0.0604583197311504,0.999494298704632
"GMPPB",146.8232031272,0.452540379787573,0.241047850198553,1.87738815930038,0.060464913155932,0.999494298704632
"PHF23",268.988038748628,0.66022577042049,0.351753489148717,1.87695585342539,0.0605241447259994,0.999494298704632
"SLC2A1-DT",183.974668075832,0.645993722439152,0.34430523951404,1.87622390920022,0.0606245403106046,0.999494298704632
"ZNF510",631.298637259866,0.317125292497499,0.169105758948784,1.87530746716642,0.0607504366789312,0.999494298704632
"ZNF337-AS1",255.857241814905,-0.505328379174851,0.269577071090858,-1.87452284843816,0.0608583958587142,0.999494298704632
"IL4R",3319.05442308644,0.461852261311763,0.246480278354623,1.87378992102271,0.0609593861412226,0.999494298704632
"CDK11B",899.36760885706,-0.27834159939688,0.148568843138485,-1.87348567517236,0.0610013490225929,0.999494298704632
"MAN1B1",475.657268092797,0.406354812498911,0.217180507084825,1.87104643024062,0.061338645736138,0.999494298704632
"THBS1",77.5717304835517,0.748973131586325,0.400552428959822,1.86985043014544,0.0615045910244192,0.999494298704632
"SPG7",1302.52515770941,0.496925720311957,0.265997814170196,1.86815715708853,0.0617401685393823,0.999494298704632
"SNX14",3148.82216006762,0.206494846696076,0.110549737516364,1.86789088183506,0.0617772820973707,0.999494298704632
"PTPRG",5830.89531193144,0.575447703654421,0.30809335570812,1.86777057340888,0.0617940567923391,0.999494298704632
"ZNF316",555.625222966933,0.339003769568361,0.181552942999144,1.86724469440277,0.0618674247616179,0.999494298704632
"ZNF213",184.353343004859,0.490410424464156,0.262688984192551,1.86688614283378,0.0619174893789758,0.999494298704632
"NT5DC1",1068.33504275388,0.472467604889054,0.253246700398503,1.86564170094058,0.0620915112043159,0.999494298704632
"ILK",278.201767541428,0.339624943943357,0.182074101012436,1.865311661872,0.0621377314569754,0.999494298704632
"INPPL1",1340.06889902516,0.418234036232504,0.224286817367148,1.86472857006069,0.0622194600013129,0.999494298704632
"MICAL1",2627.6687328383,0.349436663990727,0.187439813883363,1.86426062185576,0.0622851138509174,0.999494298704632
"FAM111B",1863.37200479295,-0.566550919212535,0.303951005793115,-1.86395474406872,0.0623280599390018,0.999494298704632
"COA6",331.399237336177,0.484803122656029,0.260119861723494,1.86376818534284,0.0623542653245439,0.999494298704632
"DOK2",1646.0036025936,0.380051385489981,0.203946856258081,1.86348244078375,0.0623944207380656,0.999494298704632
"NDC80",2725.46666562063,-0.309016131292758,0.165855312743379,-1.86316691447133,0.0624387862011421,0.999494298704632
"QTRT2",487.292106685278,0.338170780671777,0.181579195582453,1.86238726075982,0.0625485235016488,0.999494298704632
"CDCA2",1621.23085651342,-0.381578216281666,0.204947603891757,-1.86183301993223,0.0626266305960928,0.999494298704632
"ZGRF1",1667.78610892098,-0.351582238696123,0.188866699180521,-1.86153641812778,0.0626684627038716,0.999494298704632
"LIPT2-AS1",25.4613161006778,1.54712336357739,0.831124633823252,1.86148178097005,0.0626761711357554,0.999494298704632
"HACD4",2017.61371922865,0.383690862823007,0.206121635526798,1.86147786884372,0.0626767231044881,0.999494298704632
"CRYBB2P1",165.904887966869,0.501842618345747,0.269623882903475,1.86126916110546,0.0627061758715168,0.999494298704632
"RAB19",30.8361041500428,1.82225323060707,0.979290743672785,1.86078878247414,0.0627740102322688,0.999494298704632
"ORAI3",292.771634910225,0.453726474650071,0.243836446159784,1.86078201924231,0.0627749657025204,0.999494298704632
"MDM1",782.124986630147,-0.410252062050752,0.220597911135276,-1.85972777321167,0.0629240505737503,0.999494298704632
"UBE2S",516.009624462514,-0.762985929179923,0.410349936859671,-1.85935432333415,0.062976931674185,0.999494298704632
"IRAK4",1604.25784737924,0.314043325677597,0.168934729078231,1.8589624962915,0.0630324544988463,0.999494298704632
"HSD11B1L",35.8861288819701,-1.44516454647375,0.77751878145303,-1.85868763680926,0.0630714268844722,0.999494298704632
"PDE7A",10979.6627113815,-0.25637381924923,0.137937931070805,-1.85861725820457,0.0630814090843419,0.999494298704632
"CENPBD1P",66.2550100252766,0.892388636540952,0.48014033506313,1.85859960385044,0.0630839133071831,0.999494298704632
"MED11",56.9969462634816,0.855762476884129,0.46051286228168,1.85828137925209,0.0631290667055315,0.999494298704632
"TPCN2",508.084357016774,0.503504253522997,0.271015019213603,1.85784631045173,0.0631908425376084,0.999494298704632
"MARF1",56.7992477944612,1.46121186479562,0.786569725410645,1.85770163482044,0.0632113962339163,0.999494298704632
"FASTK",224.444336538643,0.448220757458704,0.241438916309615,1.85645613519867,0.0633885697986954,0.999494298704632
"GML",100.948503763879,1.31244210812119,0.707117294865975,1.85604583235366,0.0634470255652243,0.999494298704632
"PLK4",882.438044190945,-0.271071084127446,0.146061224753984,-1.85587300520053,0.0634716615445478,0.999494298704632
"MTX3",937.495161204509,0.511250703422131,0.275509424692074,1.85565595076661,0.063502613182583,0.999494298704632
"UBE2D4",47.0376638051131,0.739127718071925,0.398538823669301,1.85459401738295,0.0636542230987863,0.999494298704632
"TMBIM4",1606.12293614752,0.314041023543599,0.16937364743019,1.8541315506182,0.0637203418704979,0.999494298704632
"BCL2L11",860.450787377669,0.861389441254418,0.465035415139971,1.85230933647311,0.0639814157895202,0.999494298704632
"KIF2C",841.744393488002,-0.33506340600297,0.180998189625174,-1.85119755449956,0.0641411374613916,0.999494298704632
"LINC00861",1356.66443625782,-1.0682942175259,0.577160391850886,-1.85094859697493,0.0641769484641524,0.999494298704632
"HEATR6",838.383217102007,0.37602274810279,0.203197548294266,1.85052797762226,0.0642374894649988,0.999494298704632
"NFAT5",8999.39311231427,0.296103521173661,0.160041643207521,1.85016546468292,0.0642897048579107,0.999494298704632
"NKAPD1",471.786700373547,0.471102153535362,0.254655299581384,1.84996013948968,0.0643192948883929,0.999494298704632
"POLL",309.239542928509,0.461966823006596,0.249726411526207,1.84989172824483,0.0643291563350422,0.999494298704632
"CISH",6646.32463669529,0.488434919186271,0.264103004792671,1.8494106856895,0.0643985336274893,0.999494298704632
"KCNA2",969.533411438345,-0.492241770981681,0.266210473393062,-1.84906989085618,0.0644477213707414,0.999494298704632
"ZBTB43",1114.64859460322,0.292217646662632,0.15806461487808,1.84872273208035,0.0644978595168004,0.999494298704632
"TBL1X",13191.2258167243,0.401541409759118,0.217225225402426,1.84850267281451,0.0645296580795007,0.999494298704632
"CAPRIN2",893.380368785373,0.345878015863123,0.187122234508728,1.8484068276076,0.0645435117557216,0.999494298704632
"TMEM101",240.503492075642,0.274800538451144,0.148671560983601,1.84837326408012,0.0645483636817848,0.999494298704632
"KATNBL1",1300.2356342868,-0.266712453245449,0.144310764302628,-1.84818128110069,0.0645761224269652,0.999494298704632
"SIGLEC12",38.2150348851331,1.73443109588437,0.938494924387812,1.84809853608505,0.0645880895347164,0.999494298704632
"CRIM1",2756.31203616831,-0.497056117104617,0.269135860437437,-1.8468594868656,0.0647675076746172,0.999494298704632
"TAB2",31118.6809694787,-0.173036408862492,0.093738833278362,-1.84594156776681,0.0649006901971589,0.999494298704632
"IL15",2265.20921260381,-0.444195581629593,0.240815030137258,-1.84455090438671,0.0651028944156677,0.999494298704632
"FLNA",22784.3293297807,0.427682734636358,0.231904488700304,1.84421930353001,0.0651511862487629,0.999494298704632
"KIF9-AS1",304.447049974429,0.411903348099578,0.223396880662237,1.84381870901032,0.0652095651975311,0.999494298704632
"SIPA1L1",16775.7762938487,0.283855271630261,0.153961859676021,1.84367266170708,0.0652308595125667,0.999494298704632
"IGSF9B",688.871568334168,0.741397594343515,0.402244241682425,1.84315278509034,0.0653067062694484,0.999494298704632
"KLF6",7499.22836908691,-0.316608390836547,0.171778511553004,-1.84311988719761,0.0653115083125598,0.999494298704632
"UGT8",78.4279666533324,-1.29326622341373,0.701871442248665,-1.84259701359319,0.0653878702828575,0.999494298704632
"PTGIR",36.7647348068474,0.959996889959541,0.521094662222782,1.84226966721282,0.0654357143551212,0.999494298704632
"NOC3L",533.803183558801,0.355668195707623,0.193088986855654,1.84199110213109,0.0654764514132259,0.999494298704632
"ZNF551",532.022095937818,0.38049914652555,0.206618943441927,1.84155015114814,0.0655409783567519,0.999494298704632
"ZNF532",190.772427699758,-0.923015384012975,0.501381071180701,-1.84094581360913,0.0656294997716224,0.999494298704632
"GAS8",47.4897616613055,0.490997919052098,0.266719879902155,1.84087485054439,0.0656399006758704,0.999494298704632
"NFKB2",738.25446495611,0.500082703561174,0.271670946713354,1.84076622697834,0.0656558240309303,0.999494298704632
"ORM1",67.0826631807493,-1.06277549959967,0.57739910816783,-1.84062546090868,0.0656764639596374,0.999494298704632
"ABI1",8066.0740119638,0.227012384054334,0.123416176973671,1.83940541362551,0.0658555784628888,0.999494298704632
"MRAP",33.0950988275021,1.13278177549818,0.615898787767201,1.83923365006906,0.0658808272808056,0.999494298704632
"RORC",648.13931958492,-1.00392185342489,0.546104238491745,-1.83833375144197,0.0660132405817851,0.999494298704632
"CLTA",569.200958591013,0.284810665502841,0.154975434838345,1.83777942484838,0.066094914662283,0.999494298704632
"EXT1",6163.6004155446,0.356029607260037,0.193812346545783,1.83698104690113,0.0662126933986026,0.999494298704632
"GNAT3",31.8438283680121,2.60814487326333,1.41989443969428,1.83685829055355,0.0662308180540541,0.999494298704632
"FBXO5",1526.43500516128,-0.520635192028393,0.283523217242769,-1.8363053195132,0.0663125134744336,0.999494298704632
"ADCY1",548.301118518481,0.88602926912919,0.482892392967147,1.83483791012933,0.0665297096726977,0.999494298704632
"CCDC174",466.017295260775,0.421396431790317,0.22980850970548,1.83368506384021,0.0667007570151271,0.999494298704632
"P3H1",384.285467094601,0.285617429477888,0.155799651249169,1.8332353582814,0.0667675777576621,0.999494298704632
"LYPLAL1",1400.64888410856,0.387961277260397,0.21172922895689,1.83234633768675,0.0668998375325427,0.999494298704632
"ZNF772",117.763661664755,0.637294971769684,0.348018107758328,1.83121210523975,0.0670688905973403,0.999494298704632
"CTLA4",160.62603198142,0.754811656095084,0.412286301426074,1.83079489540214,0.0671311625457604,0.999494298704632
"CREB3L3",400.802491909934,0.983482446895943,0.537355895019913,1.83022547256041,0.0672162303131082,0.999494298704632
"H2AZ2",2927.10450085442,-0.428339441018306,0.23415179063371,-1.82932378974786,0.0673511168470425,0.999494298704632
"RAP2A",4205.26464529872,-0.397953824447488,0.217564790358664,-1.82912788319951,0.0673804527705146,0.999494298704632
"ECSIT",223.75046433002,0.447047135436336,0.244457483865791,1.82873164022979,0.067439820108469,0.999494298704632
"FAF1",12344.643234518,-0.24606168537164,0.134587397955726,-1.82826690395325,0.0675095043339468,0.999494298704632
"SPDL1",728.739234129271,-0.462041430418587,0.252722129251957,-1.82825869577074,0.0675107356305208,0.999494298704632
"PPP2R2B",3383.31800407468,-0.779753667348717,0.426630615718936,-1.82770208845588,0.0675942745405463,0.999494298704632
"TOX2",844.585495587263,-0.995102522197951,0.544575788936236,-1.82729849988698,0.0676549006691895,0.999494298704632
"HELB",2962.99464045925,0.404661620509785,0.221481294551156,1.82706905939779,0.0676893866214307,0.999494298704632
"XNDC1N-ZNF705EP-ALG1L9P",141.950631286826,-0.577990748343778,0.316357526077416,-1.82701753775359,0.067697132547489,0.999494298704632
"TRMT13",432.546403897544,0.488418728207768,0.267455248713617,1.8261699127496,0.0678246718694321,0.999494298704632
"MED9",245.476788208866,0.317454175933287,0.173894130921062,1.82556003616588,0.0679165601820217,0.999494298704632
"HIVEP1",4172.63513245803,0.349225070871363,0.191362435849748,1.82494056015029,0.068009999604999,0.999494298704632
"EIF2S2",3352.58697058794,-0.280663013004048,0.153844876688404,-1.82432472920434,0.0681029939818764,0.999494298704632
"AP1AR",639.295052467586,-0.446395216303527,0.244718976390071,-1.82411361345347,0.0681348978552416,0.999494298704632
"HMGB2",12525.0703176459,-0.343993516441832,0.188610084965997,-1.82383416297092,0.0681771473922342,0.999494298704632
"NBPF14",523.357816754904,0.402383816798341,0.220647822927509,1.82364734652532,0.0682054037939387,0.999494298704632
"FBXL12",269.863536139047,0.488001652543028,0.267621226805597,1.82347887111928,0.0682308943294044,0.999494298704632
"ZFYVE27",480.294609687954,0.320216669826699,0.175633280923419,1.82321179757681,0.0682713189334484,0.999494298704632
"COX10",2951.09888989188,0.261834225930887,0.143639802906137,1.82285286274018,0.0683256787970367,0.999494298704632
"GRK3",3468.08794522962,0.564441921749532,0.309652168045797,1.82282567343773,0.06832979800438,0.999494298704632
"NDUFS4",2444.96778123394,0.213528287845303,0.117160803796714,1.82252324092788,0.0683756306082353,0.999494298704632
"RTN4IP1",389.965403644373,-0.449911291109917,0.246918777873145,-1.82210237303645,0.0684394537385389,0.999494298704632
"SNRPB",445.971659304293,-0.49107366585088,0.269725023324194,-1.82064555894259,0.0686607526865097,0.999494298704632
"PPFIBP2",346.866907263247,0.997411160779517,0.547883211816622,1.82048133483118,0.0686857361724918,0.999494298704632
"PRR7",175.576103127381,0.770819735389716,0.423599888783442,1.81968823835972,0.0688064954667672,0.999494298704632
"NDUFC1",301.64058569118,0.456560581314222,0.250909187183196,1.81962480704572,0.0688161612424719,0.999494298704632
"RUBCN",1619.35739104858,0.291702119915236,0.160313920512486,1.81956825073413,0.0688247803340243,0.999494298704632
"FAAHP1",76.1385392647775,1.19302992885341,0.655762469648225,1.81930193335614,0.0688653786007821,0.999494298704632
"HPGD",3163.33724700978,0.56384030383613,0.310250535499649,1.8173709287176,0.0691603360193348,0.999494298704632
"RUNDC1",192.19944099303,0.627219312201926,0.345228521670979,1.81682356129225,0.0692441339039643,0.999494298704632
"TMOD2",255.973667782842,-0.493730617031928,0.271804265846246,-1.81649326030527,0.0692947408625135,0.999494298704632
"GPR63",311.427300014482,-0.551654425384731,0.303889043570253,-1.81531528384043,0.0694754715488869,0.999494298704632
"RFXANK",483.010781947776,0.430779821509506,0.237304967973229,1.81530047680293,0.0694777457751083,0.999494298704632
"SIMC1",2034.23523026544,-0.223260557203522,0.123045839398743,-1.81445027555968,0.0696084315110919,0.999494298704632
"CNIH2",146.242281235306,-0.497775220950197,0.274341522181464,-1.81443631642804,0.0696105788735002,0.999494298704632
"CREM",2492.61116958535,0.362597904980065,0.199931727021832,1.81360862721138,0.0697380012911451,0.999494298704632
"CCDC73",780.773260522089,-0.394225927154637,0.21738493031126,-1.81349243754003,0.0697559039606412,0.999494298704632
"IER5L",843.694951184672,-0.885411816321052,0.48860381393627,-1.81212628937141,0.0699666851196704,0.999494298704632
"MEX3C",1892.29691900658,0.396312434907842,0.218707616376639,1.81206508247681,0.0699761408704092,0.999494298704632
"H2BC9",11824.9806323581,-0.495336306163511,0.273446009739719,-1.81145925894109,0.0700697901137433,0.999494298704632
"CENPW",613.721825370558,-0.474765797397271,0.262238868063012,-1.81043260636403,0.0702287266573165,0.999494298704632
"FKBP5",1202.09480400094,-0.578394727686601,0.319722514745301,-1.80905222814028,0.0704428897489859,0.999494298704632
"FIS1",294.648476415236,0.380468531752178,0.210358373368048,1.80866834849736,0.0705025430784437,0.999494298704632
"KIF14",2407.21552574154,-0.42620415307948,0.235749719305065,-1.80786706485094,0.070627192810244,0.999494298704632
"ZNF483",245.776161302682,0.565454055065675,0.31304131733016,1.80632403379935,0.0708677398558522,0.999494298704632
"WDR5B",170.790210027814,0.74785285716766,0.414218113898385,1.80545667143644,0.0710032498743928,0.999494298704632
"SPTBN1",5550.65668965984,-0.462271163225685,0.256082285397625,-1.80516650149348,0.0710486311893145,0.999494298704632
"ANKRA2",353.817209994761,0.664554645323494,0.368236173264639,1.80469680485709,0.0711221400949228,0.999494298704632
"TTN",3796.88776975873,0.823568406796429,0.456506880683085,1.804065703378,0.0712210074893393,0.999494298704632
"MAN1A1",3980.47991493382,-0.288209016204261,0.159781930230827,-1.80376476731695,0.0712681913258972,0.999494298704632
"LIPT1",54.3570143443004,1.18570238470982,0.657417724532849,1.80357532275596,0.0712979075232511,0.999494298704632
"SRFBP1",935.700810722155,0.249424190646259,0.138297932740321,1.80352797546581,0.0713053359861513,0.999494298704632
"TMEM169",127.199441302663,0.816463288130333,0.452749993094964,1.8033424640143,0.0713344475642551,0.999494298704632
"MAP2K4P1",150.245318551062,0.534379549902374,0.296351720360641,1.80319368233148,0.0713578023236794,0.999494298704632
"CPT1C",33.5818672697115,1.33414739247251,0.739998073429823,1.80290657553858,0.0714028881542283,0.999494298704632
"ARSA",368.408843393615,0.332018043997378,0.184213741567959,1.80235220875144,0.071490009232183,0.999494298704632
